patera;N;;ms+-;pateras;;"Ancient Roman containers in the form of a shallow bowl without handles, often with a base whose center is pushed up into the body; used for offering libations at religious ceremonies or for drinking. For similar ancient Greek containers, use ""phialae.""";;
skyphos;N;;ms+-;;;A type of drinking vessel in the shape of a deep cup, usually with two horizontal handles attached to the lip and a small integral foot. In all-black or unglossed plain wares the skyphos was the most common type of cup.;;
skyphos;N;;ms+-;;;A type of drinking vessel in the shape of a deep cup, usually with two horizontal handles attached to the lip and a small integral foot. In all-black or unglossed plain wares the skyphos was the most common type of cup.;;
bracelet;N;;ms+-;;;"Ornamental bands or circlets worn on the lower arm. Use ""armlets"" for similar articles worn on the upper arm.";;
javelin;N;;ms+-;;;Relatively short, light throwing spears used since ancient times in warfare and in hunting large game. Use also for the light shafts with pointed metal tip thrown for distance in track and field competition.;;
base;N;;ms+-;;;"Elements at the bottoms of structures or objects upon which the upper parts rest or are supported; for large objects, bases are often relatively massive. For terminal elements upon which objects rest and that are small in relation to the body of the object, use ""feet.""";;
base;N;;ms+-;;;"Elements at the bottoms of structures or objects upon which the upper parts rest or are supported; for large objects, bases are often relatively massive. For terminal elements upon which objects rest and that are small in relation to the body of the object, use ""feet.""";;
base;N;;ms+-;;;"Elements at the bottoms of structures or objects upon which the upper parts rest or are supported; for large objects, bases are often relatively massive. For terminal elements upon which objects rest and that are small in relation to the body of the object, use ""feet.""";;
base;N;;ms+-;;;"Elements at the bottoms of structures or objects upon which the upper parts rest or are supported; for large objects, bases are often relatively massive. For terminal elements upon which objects rest and that are small in relation to the body of the object, use ""feet.""";;
rake;N;;ms+-;;;Implements with teeth or tines for gathering loose plant material, such as cut grass or hay, or for smoothing the surface of the ground. Used in agricultural environments, gardens, landscaping, and other situations.;;
sickle;N;;ms+-;;;Agricultural implements consisting of a hook-shaped metal blade with a short handle fitted on a tang. Similar in form and use to 'reaping hooks,' but distinguished from these by having serrated cutting edges, and the method in which they are employed.;;
sickle;N;;ms+-;;;Agricultural implements consisting of a hook-shaped metal blade with a short handle fitted on a tang. Similar in form and use to 'reaping hooks,' but distinguished from these by having serrated cutting edges, and the method in which they are employed.;;
sickle;N;;ms+-;;;Agricultural implements consisting of a hook-shaped metal blade with a short handle fitted on a tang. Similar in form and use to 'reaping hooks,' but distinguished from these by having serrated cutting edges, and the method in which they are employed.;;
sickle;N;;ms+-;;;Agricultural implements consisting of a hook-shaped metal blade with a short handle fitted on a tang. Similar in form and use to 'reaping hooks,' but distinguished from these by having serrated cutting edges, and the method in which they are employed.;;
sickle;N;;ms+-;;;Agricultural implements consisting of a hook-shaped metal blade with a short handle fitted on a tang. Similar in form and use to 'reaping hooks,' but distinguished from these by having serrated cutting edges, and the method in which they are employed.;;
neckerchief;N;;ms+-;neckerchieves | neck-handkerchiefs;;Any square or strip of linen or other material folded around the neck, often worn as part of a uniform.;;
modillion;N;;ms+-;;;Brackets, often in the form of a scroll with acanthus, supporting a cornice. Brackets, often in the form of a scroll with acanthus, supporting a cornice.;;
spool;N;;ms+-;;;Cylindrical devices on which something is wound.;;
spool;N;;ms+-;;;Cylindrical devices on which something is wound.;;
pot;N;;ms+-;;;"Cylindrical or rounded containers, often of metal or earthenware and varying in size; used chiefly for domestic purposes.";;
pot;N;;ms+-;;;"Cylindrical or rounded containers, often of metal or earthenware and varying in size; used chiefly for domestic purposes.";;
olla;N;;ms+-;trozella;;"Large, bulbous, usually wide-mouthed earthenware or woven vessels used for holding water or food or for cooking; may have handles.";;
olla;N;;ms+-;trozella;;"Large, bulbous, usually wide-mouthed earthenware or woven vessels used for holding water or food or for cooking; may have handles.";;
sock;N;;ms+-;sox;;Hosiery that covers the foot and extends to somewhere below the knee.;;
sarcophagus;N;;ms+-;sarcophaguses;;"Coffins made of stone or terracotta, generally ornamented with sculpture or carving and of a size large enough to contain the entire body. Antique examples were often extensively decorated with relief sculpture, which were highly influential on Renaissance artists. Many sarcophagi were also produced in the Baroque and Neoclassical eras. Pliny explains that the derivation of the word (""flesh eating"" in Greek) refers specifically to coffins of limestone from the Troad (the region around Troy), which was believed to cause rapid dissolving of the body; more probably, the term refers to various religious and folkloristic ideas that resulted in calling any coffin a body eater. The word came into general use as the name for any large stone coffin in imperial Rome, and is now generally used to refer to large, ornate stone coffins from any period or place.";;
pick;N;;ms+-;;;"Hand tools consisting of a steel or other metal head pointed at one or both ends and mounted on a handle or wood or another material; used for loosening and breaking up compacted soil or rocks.";;
bakestone;N;;ms+-;bake stones | baking stones | bannock stones;;Flat pieces of stone, ceramic materials, or iron used for baking.;;
bakestone;N;;ms+-;bake stones | baking stones | bannock stones;;Flat pieces of stone, ceramic materials, or iron used for baking.;;
cauldron;N;;ms+-;caldron | caldrons;;Large, open vessels, especially those used over an open fire.;;
cauldron;N;;ms+-;caldron | caldrons;;Large, open vessels, especially those used over an open fire.;;
truss;N;;ms+-;;;"In engineering, structural members such as beams, bars, or rods, usually fabricated from straight pieces of metal or timber, that form a series of triangles lying in a single plane; based on the principle that a triangle cannot be easily distorted by stress. Trusses were probably first used in primitive lake dwellings during the early Bronze Age, about 25 BCE. The first trusses were built of timber. The Greeks used trusses extensively in roofing; trusses were used for various construction purposes in the European Middle Ages. A major impetus to truss design came in the development of covered bridges in the United States in the early 19th century. Cast iron and wrought iron were succeeded by steel for railroad truss bridges. Trusses are also used extensively in machinery, such as cranes.";;
distaff;N;;ms+-;;;Tools used for holding prepared fibers in a carefully arranged manner so that they require the minimum of manual regulation during spinning.;;
shovel;N;;ms+-;;;"Tools consisting of a broad blade or scoop used for taking up, removing, or throwing loose matter, such as earth, snow, or coal. Hand-operated shovels typically have the blade or scoop attached to a long handle. For long-bladed tools with shorter hafts and t-bars or handles to grasp, use ""spades.""";;
shovel;N;;ms+-;;;"Tools consisting of a broad blade or scoop used for taking up, removing, or throwing loose matter, such as earth, snow, or coal. Hand-operated shovels typically have the blade or scoop attached to a long handle. For long-bladed tools with shorter hafts and t-bars or handles to grasp, use ""spades.""";;
shovel;N;;ms+-;;;"Tools consisting of a broad blade or scoop used for taking up, removing, or throwing loose matter, such as earth, snow, or coal. Hand-operated shovels typically have the blade or scoop attached to a long handle. For long-bladed tools with shorter hafts and t-bars or handles to grasp, use ""spades.""";;
shovel;N;;ms+-;;;"Tools consisting of a broad blade or scoop used for taking up, removing, or throwing loose matter, such as earth, snow, or coal. Hand-operated shovels typically have the blade or scoop attached to a long handle. For long-bladed tools with shorter hafts and t-bars or handles to grasp, use ""spades.""";;
shovel;N;;ms+-;;;"Tools consisting of a broad blade or scoop used for taking up, removing, or throwing loose matter, such as earth, snow, or coal. Hand-operated shovels typically have the blade or scoop attached to a long handle. For long-bladed tools with shorter hafts and t-bars or handles to grasp, use ""spades.""";;
shovel;N;;ms+-;;;"Tools consisting of a broad blade or scoop used for taking up, removing, or throwing loose matter, such as earth, snow, or coal. Hand-operated shovels typically have the blade or scoop attached to a long handle. For long-bladed tools with shorter hafts and t-bars or handles to grasp, use ""spades.""";;
;N;;ms+-;;;Objects of precious materials and symbolic value, such as jeweled scepters or crowns, appendant to the office of a sovereign.;;
belt;N;;ms+-;;;"Flexible straps or bands generally encircling the waist or hips or passing over the shoulder and usually having some type of fastener, such as a buckle; worn for decoration, support, or to carry such items as weapons, tools, or money.";;
stool;N;;ms+-;;;"A seat for one person, often without a back. They were the most common type of seat furniture until the 19th century. Distinct from ""benches"" in that they seat only one person; usually distinguished from ""chairs"" in that they have no back; however, tall seating pieces at a bar or counter are called stools though they sometimes have backs. Generally made in two types; one supported on four straight legs and the other with legs arranged crosswise.";;
stool;N;;ms+-;;;"A seat for one person, often without a back. They were the most common type of seat furniture until the 19th century. Distinct from ""benches"" in that they seat only one person; usually distinguished from ""chairs"" in that they have no back; however, tall seating pieces at a bar or counter are called stools though they sometimes have backs. Generally made in two types; one supported on four straight legs and the other with legs arranged crosswise.";;
stool;N;;ms+-;;;"A seat for one person, often without a back. They were the most common type of seat furniture until the 19th century. Distinct from ""benches"" in that they seat only one person; usually distinguished from ""chairs"" in that they have no back; however, tall seating pieces at a bar or counter are called stools though they sometimes have backs. Generally made in two types; one supported on four straight legs and the other with legs arranged crosswise.";;
stool;N;;ms+-;;;"A seat for one person, often without a back. They were the most common type of seat furniture until the 19th century. Distinct from ""benches"" in that they seat only one person; usually distinguished from ""chairs"" in that they have no back; however, tall seating pieces at a bar or counter are called stools though they sometimes have backs. Generally made in two types; one supported on four straight legs and the other with legs arranged crosswise.";;
needle;N;;ms+-;;;"Relatively slender, pointed instruments used for piercing, picking, scratching, engraving, or for other purposes.Common uses of needles include to draw thread or other fiber through cloth, leather, paper, skin and tissue, or another flexible material; as hollow, to inject a liquid; for engraving or etching metal. Historically, needles have been made of bronze, iron, bone, glass, steel, and other materials.";;
needle;N;;ms+-;;;"Relatively slender, pointed instruments used for piercing, picking, scratching, engraving, or for other purposes.Common uses of needles include to draw thread or other fiber through cloth, leather, paper, skin and tissue, or another flexible material; as hollow, to inject a liquid; for engraving or etching metal. Historically, needles have been made of bronze, iron, bone, glass, steel, and other materials.";;
needle;N;;ms+-;;;"Relatively slender, pointed instruments used for piercing, picking, scratching, engraving, or for other purposes.Common uses of needles include to draw thread or other fiber through cloth, leather, paper, skin and tissue, or another flexible material; as hollow, to inject a liquid; for engraving or etching metal. Historically, needles have been made of bronze, iron, bone, glass, steel, and other materials.";;
bow;N;;ms+-;;;Stringed projectile weapons designed to propel arrows, generally consisting of a long stave of wood, metal, fiberglass, or other flexible material, with a length of strong string fastened to the tips of the stave which is bent in a curve, either permanently or from the tension of the string. The string is drawn back, holding the arrow by means of a notch in its rear tip, and propels the arrow upon release.;;
bow;N;;ms+-;;;Stringed projectile weapons designed to propel arrows, generally consisting of a long stave of wood, metal, fiberglass, or other flexible material, with a length of strong string fastened to the tips of the stave which is bent in a curve, either permanently or from the tension of the string. The string is drawn back, holding the arrow by means of a notch in its rear tip, and propels the arrow upon release.;;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
crown;N;;ms+-;;;"Ornamental fillets, wreaths, or similar encircling ornaments for the head worn to signify rank, for personal adornment, or as a mark of honor or achievement; also, coronal wreaths of leaves or flowers.";;
plate;N;;ms+-;;;Shallow, usually circular dishes from which food is eaten.;;
plate;N;;ms+-;;;Shallow, usually circular dishes from which food is eaten.;;
toy;N;;ms+-;;;Material objects contrived for amusement rather than for practical use by children or pets, or intended as collectibles by adults. Toys are generally miniature versions of real beings or objects that lend themselves to imaginative or imitative play. Toys may also be items for use in games. Among the earliest toys were dolls and balls.;;
gem;N;;ms+-;;;"Works comprising precious or semiprecious stones or other materials such as amber or pearl, cut, polished, or otherwise dressed for ornamental purposes to be used in jewelry, seals, or amulets; distinguished from ""gemstone"" which is precious or semiprecious stone that has not been worked.";;
sauceboat;N;;ms+-;gravy boats | gravy-boats | sauce boats | sauce-boats | saucières;;Boat-shaped vessels, usually with a long pouring lip at one end and a handle at the other or two pouring lips and a central handle, used for serving sauces, gravies, or the like.;;
slab;N;;ms+-;;;"Broad, flat, somewhat thick, and usually rigid, objects; thicker than sheets, wider than slats or boards.";;
saddles;N;;ms+-;;;"Seats made over a frame and placed on an animal's back for carrying riders; may also be used for similar, but smaller, seats used on some other vehicles, such as bicycles.";;
cap;N;;ms+-;covers;;Pieces of hardware that act as protective covers on keyholes or lock cylinder mechanisms that may restrict intrusion of foreign bodies or incorrect keys.;;
horseshoe;N;;ms+-;;;U-shaped metal plates, plain or with calks, nailed to a horse's hoof to protect it from being injured by hard or rough surfaces.;;
bank;N;;ms+-;coin banks | penny banks;;Small containers often ornamental or mechanical for holding coins.;;
surgical instrument;N;;ms+-;surgical tools;;Tools and devices used to carry out surgeries, both invasive surgery or non-invasive surgery, including tools for modifying bodily tissue and providing access for viewing it.;;
surgical instrument;N;;ms+-;surgical tools;;Tools and devices used to carry out surgeries, both invasive surgery or non-invasive surgery, including tools for modifying bodily tissue and providing access for viewing it.;;
surgical instrument;N;;ms+-;surgical tools;;Tools and devices used to carry out surgeries, both invasive surgery or non-invasive surgery, including tools for modifying bodily tissue and providing access for viewing it.;;
surgical instrument;N;;ms+-;surgical tools;;Tools and devices used to carry out surgeries, both invasive surgery or non-invasive surgery, including tools for modifying bodily tissue and providing access for viewing it.;;
surgical instrument;N;;ms+-;surgical tools;;Tools and devices used to carry out surgeries, both invasive surgery or non-invasive surgery, including tools for modifying bodily tissue and providing access for viewing it.;;
surgical instrument;N;;ms+-;surgical tools;;Tools and devices used to carry out surgeries, both invasive surgery or non-invasive surgery, including tools for modifying bodily tissue and providing access for viewing it.;;
surgical instrument;N;;ms+-;surgical tools;;Tools and devices used to carry out surgeries, both invasive surgery or non-invasive surgery, including tools for modifying bodily tissue and providing access for viewing it.;;
gaming table;N;;ms+-;games tables | game tables | game table;;"Tables with tops marked as a board for playing chess, backgammon, or other games. Distinct from ""card tables"" which have a smooth, undecorated top. Tables used specifically for casino-type games.";;
billhook;N;;ms+-;bill-hook | bill-hooks | bill hooks | hedge-bills;;Cutting tools consisting of a heavy blade with a hooked point fitted with a handle and used in pruning, clearning heavy brush, and maintaining hedges.;;
billhook;N;;ms+-;bill-hook | bill-hooks | bill hooks | hedge-bills;;Cutting tools consisting of a heavy blade with a hooked point fitted with a handle and used in pruning, clearning heavy brush, and maintaining hedges.;;
billhook;N;;ms+-;bill-hook | bill-hooks | bill hooks | hedge-bills;;Cutting tools consisting of a heavy blade with a hooked point fitted with a handle and used in pruning, clearning heavy brush, and maintaining hedges.;;
billhook;N;;ms+-;bill-hook | bill-hooks | bill hooks | hedge-bills;;Cutting tools consisting of a heavy blade with a hooked point fitted with a handle and used in pruning, clearning heavy brush, and maintaining hedges.;;
sinker;N;;ms+-;fishing weight | fishing weights;;Weights attached to fishing lines to sink baits and lures into deeper water.;;
sinker;N;;ms+-;fishing weight | fishing weights;;Weights attached to fishing lines to sink baits and lures into deeper water.;;
lebes gamikos;N;;ms+-;nuptial lebes;;"An ancient Greek vessel type used in connection to marriage. It is generally thought to hold water for the ritual bath taken by the bride, and perhaps the groom, before the wedding. Another theory is that it was a container for the couple's food; there may also have been funerary uses as well. Pictures of a wedding procession or women preparing for marriage often appear on such vessels.";;
sculpture group;N;;ms+-;;;Two or more sculptures that are designed to be displayed together.;;
sculpture group;N;;ms+-;;;Two or more sculptures that are designed to be displayed together.;;
sculpture group;N;;ms+-;;;Two or more sculptures that are designed to be displayed together.;;
firesteel;N;;ms+-;strike-lights | flint strikers | chukmuks | chuckmucks | steels | strikers | fire steelsfire-steel | chukmuk;;"Tools, usually of wrought iron or cast steel and frequently with an embellished grip, used to strike against a piece of flint so as to produce a spark. For steels as lock components on firearms, use ""steels (firearm components).""";;
eaves tile;N;;ms+-;eaves-tile | eaves-tiles | starter tile | starter tiles;;In ancient Greek architecture, the flat tile or pantile with a decorative nosing used on the eaves (with antefixes) as a substitute for the sima (terracotta or marble gutter of a building). In modern construction, tile, usually shorter or plainer than other roofing tile, used in the first course of tile along the eaves of a building.;;
pendant;N;;ms+-;;;Articles of jewelry designed to be suspended, such as from a necklace, brooch, or earrings. Examples include Renaissance pendants fastened to the sleeve and articles of devotional, magical, or mourning jewelry concealed under clothing.;;
pendant;N;;ms+-;;;Articles of jewelry designed to be suspended, such as from a necklace, brooch, or earrings. Examples include Renaissance pendants fastened to the sleeve and articles of devotional, magical, or mourning jewelry concealed under clothing.;;
culinary container;N;;ms+-;;;Containers for use in a kitchen, or for cooking.;;
lekythos;N;;ms+-;lecythi | lecythus;;"Ancient Greek one-handled, usually tall and slender narrow-necked vessels used for oil and unguents and as an offering for the dead. The form resembles the aryballos in that it has a narrow neck and a single handle, but the lekythos is generally a taller vessel with a small, deep mouth. The Greek word lekythos was undoubtedly used for the various forms called ""lekythos"" today, although it also appears that the term was used for oil vessels in general in Ancient times.";;
lekythos;N;;ms+-;lecythi | lecythus;;"Ancient Greek one-handled, usually tall and slender narrow-necked vessels used for oil and unguents and as an offering for the dead. The form resembles the aryballos in that it has a narrow neck and a single handle, but the lekythos is generally a taller vessel with a small, deep mouth. The Greek word lekythos was undoubtedly used for the various forms called ""lekythos"" today, although it also appears that the term was used for oil vessels in general in Ancient times.";;
lekythos;N;;ms+-;lecythi | lecythus;;"Ancient Greek one-handled, usually tall and slender narrow-necked vessels used for oil and unguents and as an offering for the dead. The form resembles the aryballos in that it has a narrow neck and a single handle, but the lekythos is generally a taller vessel with a small, deep mouth. The Greek word lekythos was undoubtedly used for the various forms called ""lekythos"" today, although it also appears that the term was used for oil vessels in general in Ancient times.";;
pan-and-roll roofing tile;N;;ms+-;;;Single-lap roofing tile of two types used in combination: a flat, tapered undertile having flanges, and a half-rounded, tapered overtile.;;
seal;N;;ms+-;seal stamp;;Objects bearing designs, emblems, letters, names, words, etc. in intaglio that are used for stamping a flat surface or for making an impression in relief on some soft, tenacious substance such as clay or wax. They may be flat or cylindrical, the impression made by rolling the seal over the surface. Seals may be used to authenticate documents or for decoration.;;
seal;N;;ms+-;seal stamp;;Objects bearing designs, emblems, letters, names, words, etc. in intaglio that are used for stamping a flat surface or for making an impression in relief on some soft, tenacious substance such as clay or wax. They may be flat or cylindrical, the impression made by rolling the seal over the surface. Seals may be used to authenticate documents or for decoration.;;
warp-weighted loom;N;;ms+-;warp-weighted vertical looms;;Looms in which the warp threads are kept taut by weights.;;
eggcups;N;;ms+-;egg-cups | egg-cup | egg cups | coquetières;;Small, usually semi-ovoid cups with an often stemmed base, made in a variety of materials and used for serving individual boiled eggs in the shell.;;
measuring device;N;;ms+-;measuring equipment | measuring instruments | measuring tools;;Instruments or containers that measure, for example, extent, quantity, capacity, mass, or position in terms of a standard unit or fixed amount.;;
measuring device;N;;ms+-;measuring equipment | measuring instruments | measuring tools;;Instruments or containers that measure, for example, extent, quantity, capacity, mass, or position in terms of a standard unit or fixed amount.;;
measuring device;N;;ms+-;measuring equipment | measuring instruments | measuring tools;;Instruments or containers that measure, for example, extent, quantity, capacity, mass, or position in terms of a standard unit or fixed amount.;;
petasus;N;;ms+-;petasoses | petasos;;"Wide-brimmed, low-crowned sun hats thought to be Thessalian origin, worn by ancient Greeks, Etruscans, and Romans; considered traveling hats. The style was revived during the early Medieval period. These hats are believed to have been made of wool felt, leather, or straw, with a floppy brim. The god Hermes/Mercury was originally portrayed with wide-brimmed traveling hats; when his depictions were changed to winged hats, these were also often called ""petasuses"" even if they were close-fitting caps.";;
salt caster;N;;ms+-;salt-casters;;"Casters intended primarily for sprinkling table salt, particularly in historical and formal usage. Salt casters are usually of baluster or cylindrical shape, often of silver or other precious material, and have a pierced domed cover which was sometimes screwed to the container. They were often part of a set of casters, set on a tray at table, although caster sets often included saltcellars rather than casters. For similar items used to sprinkle salt, but forming one of a set of only two with a pepper shaker, particularly when made of more modest materials and intended for daily use in a household or restaurant, use ""saltshakers,"" although usage overlaps.";;
figure;N;;ms+-;;;Representations of humans, animals, or mythical beasts, in any medium.;;
architrave trim;N;;ms+-;architraves | window architrave;;Trim or casings around the sides and top of a rectangular opening, having a molded form similar to an architrave.;;
knitting needle;N;;ms+-;pins;;Paired needles made of steel, wood, bone or other material, used for knitting.;;
ax;N;;ms+-;;;"Cutting weapons consisting basically of a relatively heavy, flat blade fixed to a handle, wielded by either striking or throwing. For axes used for other purposes, typically having narrower blades, use ""axes (tools).""";;
ax;N;;ms+-;;;"Cutting weapons consisting basically of a relatively heavy, flat blade fixed to a handle, wielded by either striking or throwing. For axes used for other purposes, typically having narrower blades, use ""axes (tools).""";;
statuette;N;;ms+-;;;"Three-dimensional, free-standing sculptures that are smaller than life-size and usually but not always figural. They are often reduced versions of larger works. While the term may be used interchangeably with ""figurine"" in certain situations, it differs in that a statuette is always free-standing while a figurine may be part of a larger work, such as a decorative detail on a candelabra or mirror. Also, a statuette may represent objects other than a figure, while a figurine always represents a human, animal, or mythical figure.";;
statuette;N;;ms+-;;;"Three-dimensional, free-standing sculptures that are smaller than life-size and usually but not always figural. They are often reduced versions of larger works. While the term may be used interchangeably with ""figurine"" in certain situations, it differs in that a statuette is always free-standing while a figurine may be part of a larger work, such as a decorative detail on a candelabra or mirror. Also, a statuette may represent objects other than a figure, while a figurine always represents a human, animal, or mythical figure.";;
statuette;N;;ms+-;;;"Three-dimensional, free-standing sculptures that are smaller than life-size and usually but not always figural. They are often reduced versions of larger works. While the term may be used interchangeably with ""figurine"" in certain situations, it differs in that a statuette is always free-standing while a figurine may be part of a larger work, such as a decorative detail on a candelabra or mirror. Also, a statuette may represent objects other than a figure, while a figurine always represents a human, animal, or mythical figure.";;
statuette;N;;ms+-;;;"Three-dimensional, free-standing sculptures that are smaller than life-size and usually but not always figural. They are often reduced versions of larger works. While the term may be used interchangeably with ""figurine"" in certain situations, it differs in that a statuette is always free-standing while a figurine may be part of a larger work, such as a decorative detail on a candelabra or mirror. Also, a statuette may represent objects other than a figure, while a figurine always represents a human, animal, or mythical figure.";;
statuette;N;;ms+-;;;"Three-dimensional, free-standing sculptures that are smaller than life-size and usually but not always figural. They are often reduced versions of larger works. While the term may be used interchangeably with ""figurine"" in certain situations, it differs in that a statuette is always free-standing while a figurine may be part of a larger work, such as a decorative detail on a candelabra or mirror. Also, a statuette may represent objects other than a figure, while a figurine always represents a human, animal, or mythical figure.";;
statuette;N;;ms+-;;;"Three-dimensional, free-standing sculptures that are smaller than life-size and usually but not always figural. They are often reduced versions of larger works. While the term may be used interchangeably with ""figurine"" in certain situations, it differs in that a statuette is always free-standing while a figurine may be part of a larger work, such as a decorative detail on a candelabra or mirror. Also, a statuette may represent objects other than a figure, while a figurine always represents a human, animal, or mythical figure.";;
statuette;N;;ms+-;;;"Three-dimensional, free-standing sculptures that are smaller than life-size and usually but not always figural. They are often reduced versions of larger works. While the term may be used interchangeably with ""figurine"" in certain situations, it differs in that a statuette is always free-standing while a figurine may be part of a larger work, such as a decorative detail on a candelabra or mirror. Also, a statuette may represent objects other than a figure, while a figurine always represents a human, animal, or mythical figure.";;
pipe;N;;ms+-;tube;;"Tubular conduits, generally leakproof, for the transport of liquids or gases. For assemblies of pipes, tubes, and fittings in plumbing systems, use ""piping (plumbing system components).""";;
pipe;N;;ms+-;tube;;"Tubular conduits, generally leakproof, for the transport of liquids or gases. For assemblies of pipes, tubes, and fittings in plumbing systems, use ""piping (plumbing system components).""";;
pitchfork;N;;ms+-;hayfork | hayworks;;Hand-held long handled forks with two or three sharp, somewhat curved prongs, used for pitching hay, straw, and sheaves and breaking soil.;;
